mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax,postal_code,lat,long
C5873676,"$5,398,880","61 SHANNON ST
Toronto, Ontario M6J2E6","Above Grade
4",,"Total
6","Community Name
Trinity-Bellwoods","Land Size
30 x 117.25 FT","Annual Property Taxes
$7,040",M6J 2E6,43.702,-79.3853
W5873495,"$4,499,900","27 SUNNYLEA AVE E
Toronto, Ontario M8Y2K2","Above Grade
4","Below Grade
1","Total
5","Community Name
Stonegate-Queensway","Land Size
37.5 x 125 FT","Annual Property Taxes
$5,602.99",M8Y 2K2,43.6683,-79.4205
W5873717,"$989,000","19 ROSALIE AVE
Toronto, Ontario M3L1C2","Above Grade
3",,"Total
2","Community Name
Downsview-Roding-CFB","Land Size
50 x 120 FT ; Irregular Fenced Yard","Annual Property Taxes
$3,279.73",M3L 1C2,43.6683,-79.4205
W5873851,"$2,799,000","12 HIGH PARK BLVD
Toronto, Ontario M6R1M4","Above Grade
6","Below Grade
1","Total
4","Community Name
High Park-Swansea","Land Size
36.5 x 126.5 FT","Annual Property Taxes
$9,257.82",M6R 1M4,43.6437,-79.5767
E5874213,"$2,380,000","3 LAWNDALE RD
Toronto, Ontario M1M3R7","Above Grade
4","Below Grade
1","Total
5","Community Name
Scarborough Village","Land Size
53 x 150 FT","Annual Property Taxes
$7,526.32",M1M 3R7,43.7878,-79.1564
W5874206,"$2,999,900","1 MAYNARD AVE
Toronto, Ontario M6K2Z7","Above Grade
3","Below Grade
2","Total
4","Community Name
South Parkdale","Land Size
36 x 100 FT","Annual Property Taxes
$6,144",M6K 2Z7,43.7063,-79.3094
C5874339,"$2,988,000","3 LAWNVIEW DR
Toronto, Ontario M2N5J9","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
50 x 213 FT","Annual Property Taxes
$13,338.40",M2N 5J9,43.7301,-79.3935
W5874355,"$1,500,000","16 ROMAR CRES
Toronto, Ontario M6B1R8","Above Grade
2",,"Total
1","Community Name
Yorkdale-Glen Park","Land Size
30 x 142.2 FT ; Large Pie Shape 7761 Square Feet.","Annual Property Taxes
$4,941.71",M6B 1R8,43.6872,-79.3368
W5874360,"$1,525,000","18 ROMAR CRES
Toronto, Ontario M6B1R8","Above Grade
2",,"Total
1","Community Name
Yorkdale-Glen Park","Land Size
30 x 142.2 FT ; Large Pie Shape Lot Almost 1/4 Acre","Annual Property Taxes
$4,884.84",M6B 1R8,43.7063,-79.3094
C5874583,"$3,495,000","5 BURNCREST DR
Toronto, Ontario M5M2Z2","Above Grade
4",,"Total
6","Community Name
Bedford Park-Nortown","Land Size
45.01 x 115 FT ; 45.01 Ft X 115.97 Ft X 59.35 Ft X 115.06","Annual Property Taxes
$15,826.60",M5M 2Z2,43.7673,-79.4111
C5874592,"$7,895,000","70 CLARENDON AVE
Toronto, Ontario M4V1J3","Above Grade
5","Below Grade
1","Total
6","Community Name
Casa Loma","Land Size
60 x 176.25 FT","Annual Property Taxes
$22,831.74",M4V 1J3,43.6872,-79.3368
C5874768,"$1,920,000","10 URBANDALE AVE
Toronto, Ontario M2M2H1","Above Grade
3",,"Total
2","Community Name
Newtonbrook East","Land Size
53.42 x 141 FT","Annual Property Taxes
$6,793",M2M 2H1,43.6075,-79.5013
C5874821,"$3,000,000","9 ALDERDALE CRT
Toronto, Ontario M3B2H8","Above Grade
3","Below Grade
1","Total
4","Community Name
Banbury-Don Mills","Land Size
45 x 112 FT ; Pies To 78 '. Site Size 7,500 Sq Ft","Annual Property Taxes
$10,635.44",M3B 2H8,43.8177,-79.2819
C5874884,"$2,788,800","95 RISEBROUGH AVE
Toronto, Ontario M2M2E2","Above Grade
4","Below Grade
2","Total
4","Community Name
Newtonbrook East","Land Size
64.5 x 128.75 FT","Annual Property Taxes
$6,617.27",M2M 2E2,43.8113,-79.193
E5874868,"$2,399,000","146 GLENWOOD CRES
Toronto, Ontario M4B1K2","Above Grade
4","Below Grade
2","Total
5","Community Name
O'Connor-Parkview","Land Size
35 x 125 FT","Annual Property Taxes
$0",M4B 1K2,43.6952,-79.2646
W5874794,"$1,488,000","1375 ISLINGTON AVE
Toronto, Ontario M9A3K5","Above Grade
3",,"Total
2","Community Name
Edenbridge-Humber Valley","Land Size
60 x 127 FT","Annual Property Taxes
$5,314",M9A 3K5,43.7612,-79.2707
C5875113,"$2,880,000","230 LORD SEATON RD
Toronto, Ontario M2P1L3","Above Grade
4",,"Total
2","Community Name
St. Andrew-Windfields","Land Size
73.21 x 125 FT ; Oversized Corner Lot 8600 Sqf","Annual Property Taxes
$6,869.12",M2P 1L3,43.6655,-79.4378
E5875039,"$1,799,000","40A WESTBOURNE AVE
Toronto, Ontario M1L2Y2","Above Grade
4","Below Grade
2","Total
5","Community Name
Clairlea-Birchmount","Land Size
25 x 105 FT","Annual Property Taxes
$0",M1L 2Y2,43.6075,-79.5013
W5875092,"$2,099,999","153A STANLEY AVE
Toronto, Ontario M8V1N8","Above Grade
3","Below Grade
1","Total
4","Community Name
Mimico","Land Size
26 x 135 FT|1/2 - 1.99 acres","Annual Property Taxes
$3,728.41",M8V 1N8,43.6872,-79.3368
C5875212,"$4,998,000","7 LEACROFT CRES
Toronto, Ontario M3B2G5","Above Grade
4","Below Grade
2","Total
5","Community Name
Banbury-Don Mills","Land Size
70 x 110 FT","Annual Property Taxes
$14,199.54",M3B 2G5,43.8016,-79.3216
C5875294,"$1,218,000","30 BONESET RD
Toronto, Ontario M2J4X4","Above Grade
3",,"Total
3","Community Name
Pleasant View","Land Size
23 x 56 FT","Annual Property Taxes
$3,508",M2J 4X4,43.7547,-79.3764
W5875187,"$869,000","186 ROSETHORN AVE
Toronto, Ontario M6N3L4","Above Grade
3",,"Total
2","Community Name
Keelesdale-Eglinton West","Land Size
14.5 x 116 FT","Annual Property Taxes
$2,685",M6N 3L4,43.7673,-79.4111
W5875335,"$1,550,000","871 ST CLARENS AVE
Toronto, Ontario M6H3X5","Above Grade
6","Below Grade
3","Total
8","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
29.08 x 120 FT","Annual Property Taxes
$4,124.33",M6H 3X5,43.6683,-79.4205
W5875346,"$1,429,900","11 FULWELL CRES
Toronto, Ontario M3J1Y4","Above Grade
3","Below Grade
3","Total
4","Community Name
York University Heights","Land Size
51 x 130 FT","Annual Property Taxes
$5,002",M3J 1Y4,43.6662,-79.5282
W5875522,"$999,000","596 BURNHAMTHORPE RD
Toronto, Ontario M9C2Y5","Above Grade
3",,"Total
2","Community Name
Etobicoke West Mall","Land Size
50 x 110 FT","Annual Property Taxes
$3,830",M9C 2Y5,43.6325,-79.4939
W5875629,"$2,499,888","2705 LAKE SHORE BLVD W
Toronto, Ontario M8V1G6","Above Grade
4",,"Total
3","Community Name
Mimico","Land Size
35 x 200 FT","Annual Property Taxes
$8,682.75",M8V 1G6,43.6655,-79.4378
C5875857,"$929,000","269 OAKWOOD AVE
Toronto, Ontario M6E2V3","Above Grade
3","Below Grade
1","Total
2","Community Name
Oakwood Village","Land Size
16.58 x 105 FT","Annual Property Taxes
$3,763.48",M6E 2V3,43.6693,-79.3155
W5875935,"$1,599,000","1529 ROYAL YORK RD
Toronto, Ontario M9P3B8","Above Grade
4",,"Total
3","Community Name
Humber Heights","Land Size
60.01 x 120 FT","Annual Property Taxes
$4,250",M9P 3B8,43.6561,-79.3406
C5876183,"$1,599,888","69 SUNNYCREST RD
Toronto, Ontario M2R1V4","Above Grade
5",,"Total
5","Community Name
Westminster-Branson","Land Size
45.01 x 95 FT","Annual Property Taxes
$8,617",M2R 1V4,43.7143,-79.4065
E5876575,"$2,299,000","35 GLEN MANOR DR
Toronto, Ontario M4E2X4","Above Grade
3",,"Total
2","Community Name
The Beaches","Land Size
25.33 x 100 FT","Annual Property Taxes
$7,659",M4E 2X4,43.75,-79.3978
C5876696,"$1,648,888","103 1/2 BORDEN ST
Toronto, Ontario M5S2M8","Above Grade
6",,"Total
3","Community Name
University","Land Size
13.5 x 117 FT","Annual Property Taxes
$5,723.28",M5S 2M8,43.6915,-79.4307
C5876744,"$1,599,000","177 CLINTON ST
Toronto, Ontario M6G2Y4","Above Grade
3","Below Grade
1","Total
3","Community Name
Palmerston-Little Italy","Land Size
16.25 x 128 FT ; Lot Dimensions As Per Mpac, No Survey","Annual Property Taxes
$5,750.59",M6G 2Y4,43.6325,-79.4939
W5876768,"$2,385,000","17 WIMBLETON RD
Toronto, Ontario M9A3R7","Above Grade
3",,"Total
3","Community Name
Edenbridge-Humber Valley","Land Size
70 x 104.58 FT","Annual Property Taxes
$7,798.05",M9A 3R7,43.6325,-79.4939
C5876873,"$2,450,000","84 VALENTINE DR
Toronto, Ontario M3A3J8","Above Grade
4","Below Grade
1","Total
4","Community Name
Parkwoods-Donalda","Land Size
55 x 114.62 FT","Annual Property Taxes
$7,790.42",M3A 3J8,43.6505,-79.5517
E5876856,"$1,400,000","25 SPROAT AVE
Toronto, Ontario M4M1W3","Above Grade
3",,"Total
4","Community Name
South Riverdale","Land Size
19.55 x 100.1 FT","Annual Property Taxes
$5,030",M4M 1W3,43.6505,-79.5517
W5877149,"$1,099,900","43 ALGOMA ST
Toronto, Ontario M8Y1C4","Above Grade
2","Below Grade
1","Total
2","Community Name
Mimico","Land Size
25.98 x 125.5 FT","Annual Property Taxes
$3,210.22",M8Y 1C4,43.6952,-79.2646
C5877302,"$3,199,000","133 WINCHESTER ST
Toronto, Ontario M4X1B3","Above Grade
3","Below Grade
1","Total
5","Community Name
Cabbagetown-South St. James Town","Land Size
31 x 115 FT ; 31.05 Ft X 114.52 Ft X 31.34 Ft X 114","Annual Property Taxes
$11,000",M4X 1B3,43.7335,-79.4177
C5877596,"$5,695,000","71 BALMORAL AVE
Toronto, Ontario M4V1J5","Above Grade
5","Below Grade
1","Total
5","Community Name
Yonge-St. Clair","Land Size
35.58 x 107 FT","Annual Property Taxes
$23,154.03",M4V 1J5,43.6966,-79.412
E5877622,"$2,780,000","102 DIXON AVE
Toronto, Ontario M4L1N7","Above Grade
3","Below Grade
1","Total
4","Community Name
The Beaches","Land Size
25 x 100 FT","Annual Property Taxes
$7,804.74",M4L 1N7,43.7335,-79.4177
E5877659,"$1,589,900","2 FOUR OAKS GATE
Toronto, Ontario M4J2X2","Above Grade
2","Below Grade
1","Total
2","Community Name
East York","Land Size
117.62 FT","Annual Property Taxes
$4,196.04",M4J 2X2,43.6655,-79.4378
C5877811,"$1,269,000","1055 BATHURST ST
Toronto, Ontario M5R3G8","Above Grade
2","Below Grade
1","Total
2","Community Name
Annex","Land Size
15.96 x 100 FT","Annual Property Taxes
$4,815.33",M5R 3G8,43.6889,-79.4507
E5877862,"$1,799,000","2621 BIRCHMOUNT RD
Toronto, Ontario M1W2C6","Above Grade
5",,"Total
4","Community Name
L'Amoreaux","Land Size
60.07 x 150.16 FT","Annual Property Taxes
$7,932",M1W 2C6,43.7535,-79.4472
C5878040,"$1,599,900","36 SILVERTON AVE
Toronto, Ontario M3H3E6","Above Grade
3","Below Grade
2","Total
3","Community Name
Clanton Park","Land Size
55 x 114.5 FT","Annual Property Taxes
$8,031.80",M3H 3E6,43.7301,-79.3935
C5878146,"$1,798,000","25 VALENTINE DR
Toronto, Ontario M3A3J7","Above Grade
3","Below Grade
1","Total
2","Community Name
Parkwoods-Donalda","Land Size
50 x 121 FT ; As Per Registered Deed","Annual Property Taxes
$6,875.44",M3A 3J7,43.6437,-79.5767
W5878112,"$1,668,000","55 MUIR AVE
Toronto, Ontario M9L1H5","Above Grade
4","Below Grade
1","Total
6","Community Name
Humber Summit","Land Size
37.5 x 92.95 FT","Annual Property Taxes
$2,535",M9L 1H5,43.6662,-79.5282
W5878175,"$2,999,000","246 EDENBRIDGE DR
Toronto, Ontario M9A3H3","Above Grade
4",,"Total
5","Community Name
Edenbridge-Humber Valley","Land Size
60 x 117.5 FT","Annual Property Taxes
$12,444.51",M9A 3H3,43.7568,-79.521
C5878395,"$1,980,000","59 HOMEWOOD AVE
Toronto, Ontario M4Y2K1","Above Grade
6","Below Grade
2","Total
3","Community Name
Cabbagetown-South St. James Town","Land Size
20.5 x 140 FT ; T/W Ca684368;S/T Interest In Ca684368;","Annual Property Taxes
$6,496.27",M4Y 2K1,43.6512,-79.4828
40368681,"$2,999,000","246 EDENBRIDGE Drive
Toronto, Ontario M9A3H3","Above Grade
4",,"Total
5",,"Land Size
under 1/2 acre",,M9A 3H3,43.6437,-79.5767
C5878662,"$3,300,000","166 CUMMER AVE
Toronto, Ontario M2M2E7","Above Grade
4",,"Total
4","Community Name
Newtonbrook East","Land Size
63 x 107 FT","Annual Property Taxes
$0",M2M 2E7,43.7319,-79.4928
C5878791,"$2,829,900","49 BAINBRIDGE AVE
Toronto, Ontario M3H2K1","Above Grade
6","Below Grade
2","Total
6","Community Name
Clanton Park","Land Size
54.06 x 119 FT","Annual Property Taxes
$10,945",M3H 2K1,43.6949,-79.5323
E5879143,"$999,000","168 WINTER GARDENS TR
Toronto, Ontario M1C3N2","Above Grade
3","Below Grade
1","Total
3","Community Name
Rouge E10","Land Size
31.36 x 109.48 FT","Annual Property Taxes
$3,627.30",M1C 3N2,43.6383,-79.4301
C5879348,"$5,990,000","121 FOREST HEIGHTS BLVD
Toronto, Ontario M2L2K7","Above Grade
4","Below Grade
2","Total
6","Community Name
St. Andrew-Windfields","Land Size
79.75 x 285.21 FT ; Irregular","Annual Property Taxes
$20,025.96",M2L 2K7,43.6934,-79.4857
C5879465,"$1,750,000","39 GLADSTONE AVE
Toronto, Ontario M6J3K7","Above Grade
8",,"Total
8","Community Name
Little Portugal","Land Size
23.08 x 122 FT","Annual Property Taxes
$2,940.55",M6J 3K7,43.6872,-79.3368
C5879607,"$6,988,000","24 LAUDERDALE DR
Toronto, Ontario M2L2A9","Above Grade
5","Below Grade
2","Total
7","Community Name
St. Andrew-Windfields","Land Size
95 x 176.53 FT","Annual Property Taxes
$21,299",M2L 2A9,43.6913,-79.3116
C5879694,"$2,649,000","1566 MOUNT PLEASANT RD
Toronto, Ontario M4N2V3","Above Grade
3",,"Total
4","Community Name
Lawrence Park North","Land Size
39.5 x 50 FT","Annual Property Taxes
$7,930.95",M4N 2V3,43.6693,-79.3155
C5879793,"$1,699,000","262 HILLSDALE AVE E
Toronto, Ontario M4S1T6","Above Grade
3","Below Grade
1","Total
2","Community Name
Mount Pleasant West","Land Size
25 x 124 FT","Annual Property Taxes
$7,033.42",M4S 1T6,43.8113,-79.193
W5879784,"$2,949,000","123 ANTHONY RD
Toronto, Ontario M3K1B7","Above Grade
4","Below Grade
2","Total
5","Community Name
Downsview-Roding-CFB","Land Size
50 x 120 FT","Annual Property Taxes
$9,257.80",M3K 1B7,43.745,-79.359
W5879877,"$1,329,000","47 NORVAL ST
Toronto, Ontario M6N3Z1","Above Grade
3",,"Total
3","Community Name
Rockcliffe-Smythe","Land Size
22.5 x 94.5 FT","Annual Property Taxes
$3,494.59",M6N 3Z1,43.648,-79.4177
40369076,"$1,499,999","92 LAKE SHORE Drive
Etobicoke, Ontario M8V2A2","Above Grade
4",,"Total
3",,"Land Size
under 1/2 acre",,M8V 2A2,43.7786,-79.445
C5880139,"$3,188,000","111 ALFRED AVE
Toronto, Ontario M2N3H8","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
40 x 120 FT ; Southern Lot! A Close Walk To Yonge St!","Annual Property Taxes
$12,428",M2N 3H8,43.6404,-79.3995
C5880166,"$4,295,000","476 DELORAINE AVE
Toronto, Ontario M5M2B8","Above Grade
4","Below Grade
1","Total
5","Community Name
Bedford Park-Nortown","Land Size
40 x 110.66 FT","Annual Property Taxes
$13,466.49",M5M 2B8,43.7547,-79.3764
W5880136,"$1,499,999","92 LAKE SHORE DR
Toronto, Ontario M8V2A2","Above Grade
4",,"Total
3","Community Name
New Toronto","Land Size
27.37 x 128.24 FT","Annual Property Taxes
$4,499.36",M8V 2A2,43.745,-79.359
E5880290,"$1,789,000","227 WESTLAKE AVE
Toronto, Ontario M4C4T1","Above Grade
4","Below Grade
1","Total
4","Community Name
Woodbine-Lumsden","Land Size
25 x 100 FT","Annual Property Taxes
$3,268.42",M4C 4T1,43.7786,-79.445
C5880363,"$1,848,000","152 UPPER CANADA DR
Toronto, Ontario M2P1S8","Above Grade
3","Below Grade
1","Total
2","Community Name
St. Andrew-Windfields","Land Size
50 x 160 FT","Annual Property Taxes
$6,611.98",M2P 1S8,43.7786,-79.445
E5880777,"$1,395,000","83 TIVERTON AVE
Toronto, Ontario M4M2M1","Above Grade
2","Below Grade
1","Total
2","Community Name
South Riverdale","Land Size
15 x 100 FT","Annual Property Taxes
$4,644.71",M4M 2M1,43.7878,-79.1564
W5880746,"$1,299,000","16 SHOCKLEY DR
Toronto, Ontario M9V4X5","Above Grade
4",,"Total
4","Community Name
Mount Olive-Silverstone-Jamestown","Land Size
38.68 x 106.94 FT ; Irreg, Pie Shaped","Annual Property Taxes
$4,347.86",M9V 4X5,43.6683,-79.4205
W5880931,"$1,438,000","80 SIXTH ST
Toronto, Ontario M8V3A3","Above Grade
3",,"Total
3","Community Name
New Toronto","Land Size
25 x 123 FT","Annual Property Taxes
$3,855.49",M8V 3A3,43.7673,-79.4111
E5881186,"$1,875,000","245 COXWELL AVE
Toronto, Ontario M4L3B4","Above Grade
4",,"Total
3","Community Name
Greenwood-Coxwell","Land Size
30 x 110 FT","Annual Property Taxes
$14,000",M4L 3B4,43.7801,-79.3479
W5881126,"$999,000","34 FALLINGDALE CRES
Toronto, Ontario M3J1C5","Above Grade
4","Below Grade
2","Total
3","Community Name
York University Heights","Land Size
32.1 x 111.17 FT","Annual Property Taxes
$3,469.22",M3J 1C5,43.7694,-79.4921
C5881339,"$2,288,000","19 BROOKWOOD CRT
Toronto, Ontario M3C1C1","Above Grade
3","Below Grade
2","Total
2","Community Name
Banbury-Don Mills","Land Size
64.16 x 122.39 FT","Annual Property Taxes
$6,439.40",M3C 1C1,43.7801,-79.3479
C5881381,"$5,588,000","135 ADMIRAL RD
Toronto, Ontario M5R2L7","Above Grade
4","Below Grade
1","Total
4","Community Name
Annex","Land Size
39 x 118 FT","Annual Property Taxes
$18,022.73",M5R 2L7,43.6748,-79.4839
E5881351,"$1,399,000","25 BELLAMY RD S
Toronto, Ontario M1M3N9",,,"Total
0","Community Name
Cliffcrest","Land Size
70 x 200 FT","Annual Property Taxes
$2,731",M1M 3N9,43.7335,-79.4177
E5881357,"$1,990,000","42 HUNTINGWOOD DR
Toronto, Ontario M1W1A3","Above Grade
3","Below Grade
1","Total
3","Community Name
L'Amoreaux","Land Size
85.75 x 122.35 FT","Annual Property Taxes
$6,395.17",M1W 1A3,43.6605,-79.4633
E5881477,"$1,999,900","1 ADIRONDACK GATE
Toronto, Ontario M1T3E6","Above Grade
4","Below Grade
2","Total
5","Community Name
L'Amoreaux","Land Size
60 x 125 FT","Annual Property Taxes
$7,307.72",M1T 3E6,43.6605,-79.4633
W5881630,"$1,529,900","508 CONCORD AVE
Toronto, Ontario M6H2P8","Above Grade
6","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
20.01 x 126.5 FT","Annual Property Taxes
$6,070",M6H 2P8,43.6827,-79.373
W5881766,"$1,324,999","57 POYNTER DR
Toronto, Ontario M9R1L3","Above Grade
3",,"Total
2","Community Name
Kingsview Village-The Westway","Land Size
46 x 130 FT","Annual Property Taxes
$4,164.44",M9R 1L3,43.6803,-79.3538
C5882080,"$3,299,990","64 CARONPORT CRES
Toronto, Ontario M3A1H1","Above Grade
5","Below Grade
1","Total
5","Community Name
Parkwoods-Donalda","Land Size
65 x 111 FT ; Irregular","Annual Property Taxes
$7,200",M3A 1H1,43.6913,-79.3116
W5882044,"$1,289,000","29 BRAYWIN DR
Toronto, Ontario M9P2N9","Above Grade
3",,"Total
2","Community Name
Kingsview Village-The Westway","Land Size
52 x 125 FT","Annual Property Taxes
$4,189",M9P 2N9,43.7335,-79.4177
E5882355,"$1,899,900","99 KNOX AVE
Toronto, Ontario M4L2P1",,,"Total
0","Community Name
Greenwood-Coxwell","Land Size
36 x 114 FT","Annual Property Taxes
$5,946.49",M4L 2P1,43.6889,-79.4507
E5882688,"$974,900","3125 ST CLAIR AVE E
Toronto, Ontario M1L1V1","Above Grade
3","Below Grade
1","Total
2","Community Name
Clairlea-Birchmount","Land Size
30 x 93 FT","Annual Property Taxes
$3,500",M1L 1V1,43.6934,-79.4857
W5882772,"$1,558,000","89 PELMO CRES
Toronto, Ontario M9N2X9","Above Grade
4",,"Total
4","Community Name
Humberlea-Pelmo Park W4","Land Size
80 x 151 FT ; *** Irregular Lot***","Annual Property Taxes
$5,220",M9N 2X9,43.7122,-79.2843
W5882800,"$1,689,000","80 GRACEFIELD AVE
Toronto, Ontario M6L1L1","Above Grade
4","Below Grade
1","Total
4","Community Name
Maple Leaf","Land Size
50 x 434 FT ; Deep Ravine","Annual Property Taxes
$5,600",M6L 1L1,43.6952,-79.2646
E5882930,"$1,579,000","46 PAPE AVE
Toronto, Ontario M4M2V6","Above Grade
3",,"Total
1","Community Name
South Riverdale","Land Size
30 x 120 FT","Annual Property Taxes
$5,706.36",M4M 2V6,43.7081,-79.4479
C5883128,"$1,389,000","33 FISHERVILLE RD
Toronto, Ontario M2R3B8","Above Grade
4","Below Grade
2","Total
6","Community Name
Westminster-Branson","Land Size
36.43 x 139.93 FT","Annual Property Taxes
$3,850",M2R 3B8,43.6021,-79.5402
C5883173,"$1,829,999","51 APPIAN DR
Toronto, Ontario M2J2P8","Above Grade
4",,"Total
2","Community Name
Bayview Village","Land Size
61.3 x 133 FT","Annual Property Taxes
$7,621.11",M2J 2P8,43.7334,-79.5116
C5883406,"$11,350,000","185 DAWLISH AVE
Toronto, Ontario M4N1H6","Above Grade
5","Below Grade
1","Total
8","Community Name
Lawrence Park South","Land Size
50 x 169 FT ; South Facing Lot With A Salt Water Pool","Annual Property Taxes
$27,861.92",M4N 1H6,43.6693,-79.3155
W5883392,"$828,000","80 RUTHMAR CRES
Toronto, Ontario M3N2C5","Above Grade
3",,"Total
2","Community Name
Black Creek","Land Size
21.58 x 126.96 FT ; Irreg. S.118.29Ft Back 47.3 Ft Across","Annual Property Taxes
$2,761.55",M3N 2C5,43.6684,-79.3689
C5883569,"$1,349,900","4061 DUFFERIN ST
Toronto, Ontario M3H5R7","Above Grade
2","Below Grade
1","Total
2","Community Name
Bathurst Manor","Land Size
115.98 x 68.95 FT ; North: 53.48 Feet East:114.99 Feet","Annual Property Taxes
$4,530.90",M3H 5R7,43.7547,-79.3764
W5883705,"$1,798,000","72 RENFIELD ST
Toronto, Ontario M6M4V7","Above Grade
3","Below Grade
1","Total
5","Community Name
Brookhaven-Amesbury","Land Size
25 x 125.66 FT","Annual Property Taxes
$6,573",M6M 4V7,43.7673,-79.4111
C5883865,"$5,295,000","70 DUNBLAINE AVE
Toronto, Ontario M5M2S1","Above Grade
4","Below Grade
1","Total
6","Community Name
Bedford Park-Nortown","Land Size
40 x 130 FT","Annual Property Taxes
$0",M5M 2S1,43.7694,-79.4921
C5883991,"$1,795,000","547 DOUGLAS AVE
Toronto, Ontario M5M1H7","Above Grade
3","Below Grade
2","Total
3","Community Name
Bedford Park-Nortown","Land Size
50 x 106 FT","Annual Property Taxes
$7,317.76",M5M 1H7,43.7068,-79.517
E5884067,"$1,299,990","52 SHARBOT AVE
Toronto, Ontario M1H1Z1","Above Grade
3","Below Grade
3","Total
2","Community Name
Woburn","Land Size
50.02 x 100.09 FT","Annual Property Taxes
$3,591.60",M1H 1Z1,43.7068,-79.517
W5884021,"$1,299,000","7 OLD BURNHAMTHORPE RD
Toronto, Ontario M9C3J3","Above Grade
3","Below Grade
2","Total
2","Community Name
Eringate-Centennial-West Deane","Land Size
65 x 124.89 FT","Annual Property Taxes
$4,448.81",M9C 3J3,43.6803,-79.3538
W5884032,"$1,849,000","44 PARKDALE RD
Toronto, Ontario M6R1E2","Above Grade
4","Below Grade
1","Total
3","Community Name
High Park-Swansea","Land Size
25 x 88.58 FT","Annual Property Taxes
$6,256.13",M6R 1E2,43.7247,-79.2312
C5884362,"$5,499,000","373 GLENGROVE AVE W
Toronto, Ontario M5N1W4","Above Grade
5","Below Grade
1","Total
5","Community Name
Lawrence Park South","Land Size
50 x 175 FT","Annual Property Taxes
$17,586.70",M5N 1W4,43.6952,-79.2646
C5884513,"$3,360,000","36 BANNATYNE DR
Toronto, Ontario M2L2N9","Above Grade
4",,"Total
3","Community Name
St. Andrew-Windfields","Land Size
63.8 x 270 FT ; 262.76Ft X 96.97Ft X 270.53Ft X 63.89Ft","Annual Property Taxes
$9,128.54",M2L 2N9,43.6748,-79.4839
W5884396,"$999,000","64 PELMO CRES
Toronto, Ontario M9N2X5","Above Grade
3",,"Total
2","Community Name
Humberlea-Pelmo Park W4","Land Size
51 x 125 FT","Annual Property Taxes
$2,850.01",M9N 2X5,43.745,-79.359
C5884628,"$2,839,888","42 TERRACE AVE
Toronto, Ontario M2R1E9","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale West","Land Size
36.03 x 125 FT","Annual Property Taxes
$0",M2R 1E9,43.6872,-79.3368
E5884702,"$1,975,000","202 WAVERLEY RD W
Toronto, Ontario M4L3T3","Above Grade
4",,"Total
3","Community Name
The Beaches","Land Size
19.08 x 140 FT","Annual Property Taxes
$6,395.17",M4L 3T3,43.7547,-79.3764
40371398,"$2,399,000","40 ELLERBECK Street
Toronto, Ontario M4K2V1","Above Grade
3",,"Total
3",,"Land Size
under 1/2 acre",,M4K 2V1,43.7812,-79.3036
C5884814,"$7,995,000","77 ELM AVE
Toronto, Ontario M4W1N9","Above Grade
7","Below Grade
2","Total
7","Community Name
Rosedale-Moore Park","Land Size
90 x 150 FT ; 90.97X150.24X22.96X47.22 X102.7X67.6 Irr","Annual Property Taxes
$21,864.80",M4W 1N9,43.745,-79.359
E5884828,"$1,749,000","32 GLENBURN AVE
Toronto, Ontario M4B1N8","Above Grade
4",,"Total
4","Community Name
O'Connor-Parkview","Land Size
25 x 103 FT","Annual Property Taxes
$3,639.93",M4B 1N8,43.745,-79.359
C5884362,"$5,499,000","373 GLENGROVE AVE W
Toronto, Ontario M5N1W4","Above Grade
5","Below Grade
1","Total
5","Community Name
Lawrence Park South","Land Size
50 x 175 FT","Annual Property Taxes
$17,586.70",M5N 1W4,43.6021,-79.5402
C5884513,"$3,360,000","36 BANNATYNE DR
Toronto, Ontario M2L2N9","Above Grade
4",,"Total
3","Community Name
St. Andrew-Windfields","Land Size
63.8 x 270 FT ; 262.76Ft X 96.97Ft X 270.53Ft X 63.89Ft","Annual Property Taxes
$9,128.54",M2L 2N9,43.7247,-79.2312
W5884396,"$999,000","64 PELMO CRES
Toronto, Ontario M9N2X5","Above Grade
3",,"Total
2","Community Name
Humberlea-Pelmo Park W4","Land Size
51 x 125 FT","Annual Property Taxes
$2,850.01",M9N 2X5,43.7878,-79.1564
C5884628,"$2,839,888","42 TERRACE AVE
Toronto, Ontario M2R1E9","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale West","Land Size
36.03 x 125 FT","Annual Property Taxes
$0",M2R 1E9,43.7247,-79.2312
E5884702,"$1,975,000","202 WAVERLEY RD W
Toronto, Ontario M4L3T3","Above Grade
4",,"Total
3","Community Name
The Beaches","Land Size
19.08 x 140 FT","Annual Property Taxes
$6,395.17",M4L 3T3,43.6913,-79.3116
40371398,"$2,399,000","40 ELLERBECK Street
Toronto, Ontario M4K2V1","Above Grade
3",,"Total
3",,"Land Size
under 1/2 acre",,M4K 2V1,43.7545,-79.33
